0,1,2,3,4,5,6,OT,forecast_96,residuals_96,forecast_192,residuals_192,forecast_336,residuals_336,forecast_720,residuals_720
0.7611,1.649,0.84246,0.666889,0.211242,0.006676,0.533903,0.5891,,0.0015067235367798304,,0.0015102452218318518,,0.0015064389242667175,,0.0015107088258921042
0.7596,1.639,0.843811,0.663702,0.211242,0.006613,0.533476,0.5889,,1.141157087158895e-05,,1.4642189269276074e-05,,9.94449369562389e-06,,1.7595370775502772e-05
0.7607,1.6425,0.847817,0.662559,0.211242,0.00663,0.533618,0.5879,,-0.0007866561042743081,,-0.0007830648253673855,,-0.0007875498564718919,,-0.0007806365113808278
0.7607,1.6181,0.847961,0.661244,0.211242,0.006608,0.534045,0.5907,,0.0030102963874453215,,0.003013760361009865,,0.003008290175447348,,0.003020657833301299
0.758,1.6103,0.848176,0.656211,0.211242,0.006563,0.533618,0.5892,,-0.0012884969567917848,,-0.001284191215179753,,-0.0012887021852395764,,-0.0012774034401835666
0.761,1.6003,0.849041,0.65445,0.211242,0.006555,0.532623,0.5863,,-0.0026835031400788134,,-0.0026789865775357358,,-0.002683776903668167,,-0.002669991279478978
0.7635,1.609,0.851426,0.654879,0.211242,0.006569,0.533333,0.5874,,0.0012973074199734702,,0.0013021386699986204,,0.0012978142025343864,,0.0013104409726115707
0.7563,1.6175,0.848896,0.65703,0.211242,0.006555,0.533333,0.5898,,0.0026025466856253177,,0.0026070764724710482,,0.0026018181753303393,,0.0026183151120420245
0.7536,1.6235,0.847242,0.662471,0.211242,0.006563,0.533618,0.588,,-0.0015785444431872797,,-0.0015742049238164357,,-0.0015792383678534527,,-0.001565420358639158
0.7549,1.6103,0.844809,0.662822,0.211242,0.006515,0.533618,0.5855,,-0.002290243188038721,,-0.0022860665936619284,,-0.0022898925482562893,,-0.002285322431830328
0.7565,1.6105,0.847961,0.659326,0.211242,0.006499,0.533476,0.5832,,-0.0021067591142645004,,-0.002102190793263903,,-0.0021043293084426207,,-0.00210954633933802
0.752,1.5945,0.849762,0.657462,0.211242,0.006487,0.532056,0.5793,,-0.003710841892104466,,-0.003706337677017224,,-0.003709353474814714,,-0.0037100603353744654
0.7504,1.601,0.849834,0.660066,0.211242,0.006447,0.53135,0.581,,0.0018697593903543863,,0.0018748486101988204,,0.0018726701868083673,,0.00187020957329731
0.7474,1.604,0.851064,0.658545,0.211242,0.006498,0.531773,0.5785,,-0.0023264846924528904,,-0.0023214633089801984,,-0.002323123522826709,,-0.002330837823480203
0.7469,1.618,0.850412,0.655093,0.211242,0.00639,0.530926,0.5805,,0.0021727861597098386,,0.0021776159189136335,,0.002175022407074345,,0.002173672661022419
0.7452,1.6261,0.85034,0.658762,0.211242,0.006353,0.530786,0.5808,,0.00049720067735326,,0.0005016236056228918,,0.0004982537015471022,,0.0004964949360576343
0.7471,1.6275,0.850196,0.659631,0.211242,0.006299,0.529801,0.5767,,-0.0039040214206814694,,-0.003899764526368199,,-0.0039024115124193237,,-0.003911646145497771
0.7523,1.634,0.851571,0.667557,0.211242,0.00638,0.530082,0.5783,,0.0017751918470493289,,0.0017794168139981803,,0.001777792541371781,,0.0017596503583683365
0.7548,1.648,0.854336,0.66778,0.211242,0.006336,0.530363,0.579,,0.0008573445132630253,,0.0008614580114435499,,0.0008604465466196531,,0.0008387910967895262
0.7561,1.6315,0.855066,0.66335,0.211265,0.006293,0.530223,0.5778,,-0.0010359706028568727,,-0.0010322906779847152,,-0.001034088327001026,,-0.00105565601483526
0.7605,1.6355,0.857486,0.665469,0.211265,0.006284,0.530645,0.577,,-0.0006404334133401912,,-0.0006362662266391483,,-0.0006378245111307024,,-0.0006586986271076567
0.7669,1.6415,0.856678,0.66379,0.211242,0.006305,0.531915,0.579,,0.0021480929056195697,,0.0021521336997388785,,0.0021506893436747943,,0.0021268982959103955
0.765,1.6415,0.855725,0.666223,0.211242,0.006342,0.532481,0.5782,,-0.0006401149255459426,,-0.0006364119562115578,,-0.0006389926236188836,,-0.0006569485709065903
0.765,1.6385,0.858001,0.666089,0.211242,0.006343,0.533191,0.578,,-4.510374076549528e-05,,-4.1424236137621584e-05,,-4.3606208930846435e-05,,-6.334699214172179e-05
0.763,1.6385,0.860807,0.66836,0.211242,0.006349,0.532765,0.5784,,0.000553204381379846,,0.0005569659010223882,,0.0005545989506705595,,0.0005361037330893215
0.7643,1.6343,0.860956,0.668315,0.211242,0.006306,0.531915,0.5783,,4.766918996923497e-05,,5.155483948926509e-05,,4.940554353782822e-05,,2.9899067188088324e-05
0.7663,1.6425,0.858222,0.673854,0.211242,0.006318,0.532623,0.5792,,0.0010414439813163368,,0.0010455376513917036,,0.0010440525807733358,,0.001020280192134515
0.7663,1.642,0.859771,0.6744,0.211242,0.006322,0.532765,0.5796,,0.000537410064567756,,0.0005412454488549212,,0.0005406895847095416,,0.0005090657732944592
0.765,1.6385,0.858369,0.673401,0.211242,0.006299,0.532765,0.5795,,3.640070826260722e-05,,4.0280999866415534e-05,,3.963774036863654e-05,,8.664561925053604e-06
0.7654,1.631,0.856898,0.671006,0.211242,0.006275,0.532765,0.5796,,0.00023951496323482147,,0.0002434931713745092,,0.00024314807953540463,,0.0002105451560541205
0.7653,1.6338,0.855945,0.670916,0.211242,0.006254,0.532198,0.5777,,-0.001757325019883127,,-0.001753145996858163,,-0.0017533033235610507,,-0.0017859936148127975
0.77,1.638,0.860363,0.673854,0.211242,0.006285,0.532056,0.5788,,0.0012369275469652496,,0.0012410081476627033,,0.0012411582515521324,,0.0012052800750648185
0.7732,1.6435,0.860659,0.6744,0.211242,0.00639,0.533333,0.5815,,0.002826178168425564,,0.0028302176106409505,,0.002830050893085856,,0.002795743306324372
0.7705,1.6353,0.859993,0.670556,0.211242,0.006335,0.533333,0.5827,,0.0013362286444358329,,0.0013399956879006636,,0.001338418251883522,,0.001314662137550715
0.7655,1.6357,0.861326,0.669792,0.211242,0.006341,0.532623,0.5828,,0.00025018598125858826,,0.0002542145604681467,,0.00025257848678483796,,0.00022994092391726006
0.7663,1.6341,0.862589,0.672043,0.211242,0.0063,0.532056,0.5818,,-0.0008448768662369099,,-0.0008407844618474325,,-0.0008427506232242532,,-0.0008624038292859293
0.766,1.637,0.861475,0.681663,0.211242,0.0063,0.532623,0.5817,,4.186529776850634e-05,,4.610349745481912e-05,,4.511349203872861e-05,,1.8190764435099815e-05
0.756,1.6335,0.86192,0.684229,0.211242,0.006299,0.532623,0.5755,,-0.00607800665573166,,-0.006073737666250856,,-0.006072486630417595,,-0.00611507594318772
0.7503,1.636,0.85955,0.686342,0.211242,0.006293,0.532623,0.5735,,-0.001898150692723144,,-0.0018937606262657836,,-0.0018912371509188786,,-0.0019418098901752279
0.75,1.6389,0.858074,0.689417,0.211242,0.006295,0.532765,0.5748,,0.001399130192747955,,0.001403443020749351,,0.0014067986484006534,,0.001350276819696683
0.7457,1.6405,0.858516,0.687049,0.211242,0.006295,0.533049,0.5685,,-0.006200209788885358,,-0.006195942648279051,,-0.006191979844970663,,-0.006252809562648065
0.752,1.643,0.856678,0.687049,0.211242,0.006317,0.533333,0.5708,,0.002388888872431383,,0.002392956817215741,,0.002396669333972312,,0.002336081710641147
0.7552,1.6422,0.856898,0.687569,0.211242,0.006323,0.532623,0.5727,,0.001993486806748157,,0.001997420429217689,,0.0020008036258546413,,0.0019423867713461718
0.7546,1.66,0.859623,0.692185,0.211242,0.006315,0.533049,0.5726,,-7.4601599566737065e-06,,-3.4294680485436047e-06,,-9.761332298019454e-09,,-5.776279580627097e-05
0.7565,1.668,0.860215,0.69808,0.211242,0.006329,0.533049,0.5726,,9.087543073560411e-05,,9.440312012876095e-05,,9.765329888300478e-05,,3.61317758377222e-05
0.7577,1.6695,0.859476,0.697837,0.211242,0.006333,0.534902,0.5747,,0.002177775201732568,,0.002181131376740697,,0.0021851876176136598,,0.002116728107816268
0.7585,1.678,0.857486,0.712251,0.211242,0.006392,0.535619,0.5721,,-0.002508053156244916,,-0.0025048499827898807,,-0.0025012777332849012,,-0.002567620014999772
0.7587,1.6763,0.858148,0.716589,0.211242,0.006369,0.536769,0.5739,,0.0018528802652681975,,0.001855912549399541,,0.0018623857059252291,,0.0017759629647722264
0.76,1.6813,0.848536,0.716743,0.211242,0.006548,0.540249,0.57,,-0.0038490839644299557,,-0.0038459334344321805,,-0.003838475992370749,,-0.003932156945429144
0.7669,1.684,0.849618,0.716486,0.211242,0.006546,0.540394,0.5708,,0.0008528115545065607,,0.0008552823589232927,,0.000862018515263574,,0.0007751490271480366
0.7645,1.677,0.84674,0.715308,0.211242,0.006605,0.540687,0.5725,,0.0017496327923791632,,0.0017519867721201843,,0.0017583292537606265,,0.0016727931958737674
0.7625,1.68,0.850557,0.714286,0.211242,0.006604,0.539374,0.5728,,0.00035976922375391407,,0.0003622990588122432,,0.0003684272555128931,,0.0002882662688221682
0.7617,1.6917,0.851934,0.712251,0.211242,0.006564,0.53952,0.5735,,0.0007604147188371435,,0.0007629758908042072,,0.0007684061883668214,,0.0006928026871257931
0.7605,1.6908,0.84868,0.711845,0.211242,0.006542,0.539432,0.5725,,-0.0009241461257480932,,-0.0009219752367134459,,-0.0009176178871704854,,-0.0009901314385951654
0.764,1.6912,0.847817,0.702247,0.211242,0.006513,0.539316,0.5735,,0.0010766808336838407,,0.0010788350826844706,,0.001083762613713235,,0.001007312036086061
0.764,1.6915,0.838786,0.705219,0.211242,0.006596,0.539258,0.5735,,0.000101475107990745,,0.00010344210892365702,,0.00010626722167983438,,4.274258761682859e-05
0.7653,1.694,0.84488,0.708065,0.211242,0.006612,0.540541,0.5737,,0.00029960396276573764,,0.000301457629374724,,0.00030532210454303765,,0.0002382548164688858
0.7623,1.6895,0.843526,0.704225,0.211242,0.006598,0.541126,0.5739,,0.00029213765512359213,,0.000293950780687835,,0.00029740898232066826,,0.0002314701989968304
0.7668,1.6892,0.844523,0.701508,0.211242,0.00668,0.541126,0.5733,,-0.0004934670593702561,,-0.0004915999222592227,,-0.0004886508503966214,,-0.0005506069211779208
0.766,1.6946,0.846167,0.70932,0.211242,0.006628,0.541712,0.5741,,0.0009035751400042757,,0.0009053389329153338,,0.0009069371702939977,,0.0008558643361177287
0.772,1.693,0.848896,0.70373,0.211242,0.006609,0.540979,0.5757,,0.0016923974955446175,,0.0016941533803690456,,0.0016974457700696943,,0.0016320888482103113
0.7678,1.6765,0.851426,0.697837,0.211242,0.006551,0.539374,0.5768,,0.001200393186256976,,0.0012021841199502115,,0.0012040236257876424,,0.0011480780184678352
0.7693,1.6838,0.852806,0.696379,0.211242,0.006605,0.539374,0.5752,,-0.0014913896085989586,,-0.0014889400821648247,,-0.0014873101509198516,,-0.0015384682339855127
0.7676,1.675,0.849907,0.693963,0.211242,0.006596,0.539374,0.5768,,0.0017068246906989382,,0.0017089540825874217,,0.0017093625324685613,,0.0016656342616935271
0.771,1.683,0.850557,0.69701,0.211242,0.006551,0.540249,0.5776,,0.0009181190664058203,,0.0009205063296150451,,0.0009210861338145859,,0.0008786896054139293
0.7718,1.6882,0.85266,0.700035,0.211242,0.006555,0.540833,0.5819,,0.004417109069049019,,0.0044192504813442834,,0.004420236202444694,,0.004371220163796763
0.7775,1.6883,0.855945,0.695169,0.211242,0.006556,0.540716,0.5828,,0.001027606279567883,,0.001029690954317597,,0.0010304429739473875,,0.0009820167361548338
0.7725,1.6848,0.851064,0.690703,0.211242,0.006513,0.540687,0.5812,,-0.0014663219512538461,,-0.0014642978492452885,,-0.0014651559045211204,,-0.0015034807781487691
0.7751,1.6858,0.853898,0.694203,0.211242,0.006472,0.539957,0.5785,,-0.0025528026410821525,,-0.0025507870872295557,,-0.0025515354067476848,,-0.002590508912019951
0.774,1.7025,0.853606,0.695894,0.211242,0.006475,0.540833,0.5783,,-7.780350376729306e-05,,-7.571709511944302e-05,,-7.534707213230352e-05,,-0.0001236091787665261
0.7743,1.707,0.853097,0.697934,0.211242,0.00646,0.540979,0.5806,,0.0024310264883268262,,0.0024325189763894084,,0.0024322642792248272,,0.002383819616889493
0.775,1.7052,0.854336,0.696621,0.211242,0.006491,0.540979,0.5823,,0.0018377632499148033,,0.0018391717206820424,,0.0018391297324490408,,0.0017881295560471244
0.7756,1.7055,0.853242,0.696379,0.211242,0.006485,0.540541,0.5816,,-0.0005559961703953675,,-0.0005545219893871023,,-0.0005552969559795562,,-0.0005999864009722522
0.7792,1.713,0.852733,0.705965,0.211242,0.006506,0.540833,0.5823,,0.0008410820933782981,,0.0008425405833965005,,0.0008419647722418544,,0.0007959260979937266
0.784,1.7205,0.851716,0.710379,0.211265,0.006508,0.542741,0.583,,0.0008206957947903826,,0.0008220348111342979,,0.0008231687755269057,,0.0007644892873406306
0.7833,1.723,0.852951,0.706964,0.211242,0.006494,0.542741,0.5825,,-0.00038217030479503755,,-0.0003811548454641933,,-0.00037955758949270724,,-0.0004443293523954672
0.7901,1.725,0.851136,0.706464,0.211242,0.006459,0.542741,0.5875,,0.005125964904189373,,0.005126850314642439,,0.005127487796201535,,0.005067864905127117
0.7852,1.733,0.845881,0.709723,0.211242,0.006462,0.542741,0.586,,-0.0013589944721981162,,-0.0013581448722480571,,-0.0013576630326325168,,-0.0014172292579133217
0.7851,1.7305,0.847889,0.708868,0.211242,0.006436,0.542446,0.5852,,-0.0006584101831461631,,-0.0006578428698066352,,-0.0006563609399865555,,-0.000723697635477083
0.7846,1.7355,0.85237,0.711238,0.211242,0.006445,0.542005,0.5873,,0.0022374130878969334,,0.002238093696837029,,0.0022395968418053025,,0.0021717905171224627
0.7875,1.7428,0.854336,0.710227,0.211242,0.006478,0.542005,0.5872,,3.765717012116365e-05,,3.8337981630776063e-05,,3.945784831460575e-05,,-2.6434340380299126e-05
0.7853,1.7393,0.854847,0.707364,0.211242,0.006529,0.543183,0.5872,,0.0001385793460106921,,0.00013898510468524083,,0.00013897626446257583,,7.938245693839274e-05
0.7916,1.745,0.857265,0.706464,0.211242,0.006564,0.543183,0.5883,,0.0012487239645146975,,0.001249117420263901,,0.0012480089111729376,,0.0011973570851412374
0.7964,1.7634,0.860659,0.712251,0.211242,0.006611,0.545703,0.5903,,0.0021485619780081677,,0.0021487435679091726,,0.0021464671422946058,,0.0021027236433057706
0.7974,1.7795,0.860215,0.717103,0.211242,0.006614,0.545554,0.5902,,5.092281019192235e-05,,5.046060348823378e-05,,4.734519476146115e-05,,4.316667136405883e-06
0.799,1.7805,0.859697,0.714439,0.211242,0.006633,0.545852,0.59,,-5.369186893267042e-05,,-5.4616806942076046e-05,,-5.7419314670958954e-05,,-0.00010612214148220112
0.7974,1.7865,0.859697,0.713521,0.211242,0.006621,0.54615,0.5903,,0.0004519972114005455,,0.00045094040376336686,,0.00044731908623885097,,0.00040403845973446817
0.8025,1.8058,0.862664,0.716589,0.211242,0.006618,0.548697,0.5912,,0.0010618615658047892,,0.0010605853554014333,,0.00105643082884177,,0.001014878927532492
0.8066,1.815,0.864155,0.716178,0.211242,0.006716,0.550206,0.5933,,0.00226843234975016,,0.0022664249001751458,,0.0022612446374088435,,0.0022197224367470625
0.7965,1.798,0.862292,0.712504,0.211242,0.006726,0.551876,0.5938,,0.0006796762430731906,,0.00067724136442604,,0.0006701520808422012,,0.0006409514522008886
0.7913,1.7985,0.862589,0.711744,0.211242,0.006729,0.549602,0.5881,,-0.005500831846997234,,-0.005502822728846168,,-0.005509960117632162,,-0.005534638620322996
0.7804,1.806,0.863632,0.717875,0.211242,0.00678,0.550206,0.5918,,0.003878888625076349,,0.0038769396202007478,,0.0038702544692712504,,0.003843376924868691
0.7815,1.804,0.862887,0.705965,0.211242,0.006754,0.550206,0.5892,,-0.0024056899686650812,,-0.002407694385029746,,-0.0024142102286858202,,-0.00244141533255815
0.7899,1.8112,0.864828,0.710732,0.211242,0.006741,0.550206,0.5918,,0.0028132163646550357,,0.0028110049758799383,,0.0028021960146366043,,0.0027892688142020505
0.7915,1.8205,0.867303,0.709824,0.211242,0.006789,0.552486,0.5928,,0.0012039942958353977,,0.0012016568557875473,,0.0011932898551478832,,0.0011750480856346224
0.7819,1.8146,0.866701,0.70922,0.211242,0.006754,0.550509,0.5923,,-0.00028211796976229664,,-0.0002849120646077896,,-0.0002950320481569513,,-0.00030410143216608176
0.7838,1.8143,0.86408,0.71048,0.211242,0.006713,0.550509,0.595,,0.002920127450285359,,0.0029177034655757383,,0.0029083825913703842,,0.00289633471365236
0.7839,1.8205,0.864304,0.720202,0.211242,0.006736,0.55142,0.5937,,-0.0010726817007512546,,-0.001075050879625894,,-0.001083651940089747,,-0.0011010151944449431
0.7858,1.8248,0.865052,0.727273,0.211242,0.006741,0.55057,0.5942,,0.0007038340763210194,,0.0007013470809915656,,0.0006945509244642434,,0.0006637236690757442
0.7859,1.812,0.868056,0.727802,0.211242,0.006717,0.549149,0.5918,,-0.0022151369369609597,,-0.0022175787223057686,,-0.0022229549093698564,,-0.0022635438069446012
0.7792,1.8135,0.868282,0.725584,0.211242,0.006647,0.548998,0.5894,,-0.002239214001534373,,-0.002241112963619396,,-0.0022454028291765127,,-0.002290673686438649
0.7897,1.8335,0.867905,0.730727,0.211242,0.006684,0.549753,0.5888,,-0.0004333465297846617,,-0.0004352961587137383,,-0.0004394790555398709,,-0.00048776197950528566
0.7916,1.8438,0.86783,0.732601,0.211242,0.006748,0.551876,0.591,,0.0023529123996255397,,0.002350235081532648,,0.002345877958114362,,0.0022938499655317246
0.7938,1.86,0.867303,0.742005,0.211242,0.006843,0.553403,0.5918,,0.000965694919293103,,0.000962566518835084,,0.0009571510035317754,,0.0009105040494331584
0.794,1.855,0.866927,0.737735,0.211242,0.006791,0.55371,0.594,,0.0023553857448854743,,0.0023517361814128224,,0.002346747616858047,,0.0022954257400273903
0.7859,1.8492,0.86783,0.737191,0.211242,0.006684,0.552944,0.589,,-0.004826715746979904,,-0.004830236557061385,,-0.004835739900058256,,-0.004883861190728589
0.785,1.8565,0.868432,0.740192,0.211242,0.006671,0.552792,0.5936,,0.004760926465761872,,0.004757661147210102,,0.004753590265467733,,0.0046943012901325964
0.79,1.872,0.870701,0.750638,0.211242,0.006678,0.554324,0.5987,,0.005274921039491121,,0.005271576354628049,,0.005267505587675969,,0.005207059068641606
0.7925,1.877,0.869338,0.751315,0.211242,0.006676,0.554324,0.6017,,0.0031736010656001623,,0.003169919032627422,,0.0031666198698390158,,0.0030970496249361767
0.7953,1.8655,0.870322,0.744048,0.211242,0.00666,0.55325,0.6018,,0.0002840755401358752,,0.00028025785330521025,,0.00027676381959851337,,0.00020772485676312513
0.7992,1.8717,0.87184,0.747105,0.211242,0.006675,0.55371,0.601,,-0.0006110254207484234,,-0.0006145146130942525,,-0.0006189801498958092,,-0.0006790267886510604
0.7977,1.8713,0.87146,0.746826,0.211242,0.00666,0.553863,0.6015,,0.0006773996560880402,,0.0006737038197528467,,0.0006693580230415774,,0.0006066616045692363
0.8025,1.884,0.87184,0.75959,0.211242,0.006651,0.555864,0.6085,,0.007182488200338399,,0.007178811020918774,,0.007174520516115446,,0.0071112407718997295
0.8061,1.8925,0.873057,0.765697,0.211242,0.00669,0.556174,0.6075,,-0.0008157941207238562,,-0.0008196820568708851,,-0.000822351533557697,,-0.0008999415490138496
0.8071,1.8998,0.874508,0.773395,0.211242,0.006782,0.556793,0.618,,0.010665253165027644,,0.010661129720321183,,0.010659068240366776,,0.010575915587234808
0.8045,1.898,0.870928,0.767165,0.211242,0.006739,0.556793,0.6173,,-0.0005129791133396955,,-0.0005170842027405476,,-0.0005194869856989248,,-0.0005980483116083679
0.807,1.919,0.873744,0.780336,0.211242,0.006776,0.558347,0.619,,0.001905579604563723,,0.0019013930119787803,,0.0018983578244269328,,0.0018234750261639787
0.808,1.9198,0.874279,0.774114,0.211242,0.006809,0.558659,0.6197,,0.00089003187090686,,0.0008853171912042157,,0.0008833734684846606,,0.000796399255046154
0.8162,1.921,0.877578,0.777122,0.211242,0.006831,0.558815,0.622,,0.002507549774694029,,0.002502670229064141,,0.0024987518202731485,,0.0024253681480900235
0.8205,1.9275,0.879894,0.785238,0.211242,0.006861,0.559597,0.6258,,0.003997243790550775,,0.00399239748549407,,0.003988415832485437,,0.003915227430643875
0.8293,1.9515,0.883704,0.793336,0.211242,0.006821,0.56338,0.6308,,0.005189810803055139,,0.005184907226565172,,0.005181649560694002,,0.005102736170893851
0.833,1.9453,0.88199,0.788333,0.211242,0.006824,0.562588,0.6295,,-0.0010988107734669628,,-0.0011045076846163404,,-0.0011081042271858799,,-0.0011941247040641034
